RowID,Survey Method,Survey Type,Reporting Date,Reporting Year,City,Age,Age Group,Gender,Race,Ethnicity,Hispanic,Veteran Status,Chronic,Latitude,Longitude,Geolocation
7071,Observation Tool,Paper,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,,,33.48048,-112.111573,POINT (-112.111573 33.48048)
5442,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,DK/REF,DK/REF,DK/REF,No,,33.406471667,-111.925986667,POINT (-111.925986667 33.406471667)
6500,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.429730173,-112.065431141,POINT (-112.065431141 33.429730173)
6329,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,female,White,No,White,,,33.49483565,-112.07277643,POINT (-112.07277643 33.49483565)
6586,Observation Tool,App,01/27/2020,2020,Scottsdale,55-61,25+,male,White,No,White,,,33.57847557,-111.884831916,POINT (-111.884831916 33.57847557)
6318,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,DK/REF,DK/REF,Yes,DK/REF,,,33.569902112,-112.08539201,POINT (-112.08539201 33.569902112)
6056,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.57114261,-112.13270749,POINT (-112.13270749 33.57114261)
5262,Interview,App,01/27/2020,2020,Mesa,55-61,25+,male,White,No,White,No,true,33.401222612,-111.849572707,POINT (-111.849572707 33.401222612)
6549,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,,,33.421829159,-111.942505758,POINT (-111.942505758 33.421829159)
5300,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,Yes,true,33.6112731,-112.11142008,POINT (-112.11142008 33.6112731)
6124,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,DK/REF,White,,,33.465891411,-112.091091201,POINT (-112.091091201 33.465891411)
6464,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,,,33.52396792,-112.13356433,POINT (-112.13356433 33.52396792)
5335,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.538246907,-112.098913193,POINT (-112.098913193 33.538246907)
5130,Interview,App,01/27/2020,2020,Mesa,55-61,25+,male,White,No,White,No,true,33.423278821,-111.753101852,POINT (-111.753101852 33.423278821)
6613,Observation Tool,App,01/27/2020,2020,Phoenix,0-17,0-17,male,Black or African American,No,Black or African American,,,33.532181251,-112.107538,POINT (-112.107538 33.532181251)
5503,Interview,App,01/27/2020,2020,Scottsdale,62+,25+,male,White,No,White,No,true,33.466004483,-111.911717802,POINT (-111.911717802 33.466004483)
6224,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.49515289,-112.09215556,POINT (-112.09215556 33.49515289)
6211,Observation Tool,App,01/27/2020,2020,Mesa,55-61,25+,male,White,Yes,White,,,33.414963468,-111.828866675,POINT (-111.828866675 33.414963468)
6580,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,female,White,DK/REF,White,,,33.582337417,-112.119664689,POINT (-112.119664689 33.582337417)
6154,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.52377543,-112.13386345,POINT (-112.13386345 33.52377543)
7104,Observation Tool,Paper,01/27/2020,2020,Tempe,0-17,0-17,female,White,DK/REF,White,,,,,
4818,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,Yes,true,33.331693956,-111.971082464,POINT (-111.971082464 33.331693956)
5932,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.50365917,-112.07103076,POINT (-112.07103076 33.50365917)
6284,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.571767927,-112.06576156,POINT (-112.06576156 33.571767927)
5542,Interview,App,01/27/2020,2020,Scottsdale,25-54,25+,male,Multiple Races,No,Multiple Races,No,,33.481234401,-111.912847767,POINT (-111.912847767 33.481234401)
6899,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,female,DK/REF,Yes,DK/REF,,,33.4153597,-111.8905808,POINT (-111.8905808 33.4153597)
6307,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,female,American Indian or Alaska Native,DK/REF,American Indian or Alaska Native,,,33.45547962,-112.084665718,POINT (-112.084665718 33.45547962)
6536,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,,,33.424882614,-111.939539267,POINT (-111.939539267 33.424882614)
5956,Observation Tool,App,01/27/2020,2020,Phoenix,62+,25+,male,Black or African American,DK/REF,Black or African American,,,33.47696713,-112.01279452,POINT (-112.01279452 33.47696713)
6874,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,No,Black or African American,,,33.421705,-111.935963333,POINT (-111.935963333 33.421705)
5569,Interview,App,01/27/2020,2020,Guadalupe,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,,33.361803413,-111.962487117,POINT (-111.962487117 33.361803413)
5175,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,,33.43613197,-111.90860251,POINT (-111.90860251 33.43613197)
6061,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,,,33.448852219,-112.058790425,POINT (-112.058790425 33.448852219)
7065,Interview,Paper,01/27/2020,2020,Mesa,25-54,25+,female,White,Yes,White,No,,33.424117,-111.839861,POINT (-111.839861 33.424117)
6150,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.51015493,-112.11856826,POINT (-112.11856826 33.51015493)
6614,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.532181251,-112.107538,POINT (-112.107538 33.532181251)
6638,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,DK/REF,White,,,33.64167083,-112.08317699,POINT (-112.08317699 33.64167083)
5903,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.446840127,-112.085773526,POINT (-112.085773526 33.446840127)
6643,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,DK/REF,White,,,33.427592441,-112.077374887,POINT (-112.077374887 33.427592441)
5038,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,,33.50907106,-112.08187777,POINT (-112.08187777 33.50907106)
4861,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,Native Hawaiian or Other Pacific Islander,Yes,Native Hawaiian or Other Pacific Islander,No,,33.422717814,-111.900602103,POINT (-111.900602103 33.422717814)
5561,Interview,App,01/27/2020,2020,Guadalupe,25-54,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,No,,33.361809843,-111.962546697,POINT (-111.962546697 33.361809843)
6919,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,Yes,White,,,33.49402549,-112.24039012,POINT (-112.24039012 33.49402549)
5349,Interview,App,01/27/2020,2020,Scottsdale,55-61,25+,male,White,No,White,No,true,33.492020862,-111.920427606,POINT (-111.920427606 33.492020862)
7037,Interview,Paper,01/27/2020,2020,Tempe,0-17,0-17,female,American Indian or Alaska Native,Yes,American Indian or Alaska Native,,,33.407177,-111.960492,POINT (-111.960492 33.407177)
5009,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,Yes,,33.59692151,-112.120091045,POINT (-112.120091045 33.59692151)
6080,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.44460963,-112.07243921,POINT (-112.07243921 33.44460963)
6407,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.494681278,-112.155161547,POINT (-112.155161547 33.494681278)
5424,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,female,White,No,White,No,true,33.64653453,-112.09803679,POINT (-112.09803679 33.64653453)
6233,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,Black or African American,No,Black or African American,,,33.45962578,-112.07365369,POINT (-112.07365369 33.45962578)
6083,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446709733,-112.086970261,POINT (-112.086970261 33.446709733)
6027,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.44922973,-112.02111309,POINT (-112.02111309 33.44922973)
4889,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.576969,-112.1073665,POINT (-112.1073665 33.576969)
6130,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.494844715,-112.075464447,POINT (-112.075464447 33.494844715)
4781,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,,33.4438145,-111.84025816,POINT (-111.84025816 33.4438145)
5865,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.4450993,-112.08594181,POINT (-112.08594181 33.4450993)
5968,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,DK/REF,DK/REF,DK/REF,,,33.56679708,-112.07312697,POINT (-112.07312697 33.56679708)
4739,Interview,App,01/27/2020,2020,Phoenix,18-24,18-24,male,White,Yes,White,No,true,33.47977302,-112.22131509,POINT (-112.22131509 33.47977302)
6338,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.46125588,-112.07073503,POINT (-112.07073503 33.46125588)
6485,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,female,DK/REF,DK/REF,DK/REF,,,33.429766115,-112.06554922,POINT (-112.06554922 33.429766115)
5926,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.5823511,-112.09996017,POINT (-112.09996017 33.5823511)
6717,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.553388333,-112.104933333,POINT (-112.104933333 33.553388333)
5581,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,Black or African American,Yes,Black or African American,No,true,33.571741993,-112.065811505,POINT (-112.065811505 33.571741993)
5775,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445429917,-112.086893957,POINT (-112.086893957 33.445429917)
6189,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,DK/REF,DK/REF,DK/REF,,,33.446991141,-111.977718249,POINT (-111.977718249 33.446991141)
5493,Interview,App,01/27/2020,2020,Scottsdale,55-61,25+,male,White,No,White,No,,33.451762162,-111.912114434,POINT (-111.912114434 33.451762162)
6879,Observation Tool,App,01/27/2020,2020,Mesa,18-24,18-24,male,White,No,White,,,33.407534863,-111.833620397,POINT (-111.833620397 33.407534863)
5402,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,Yes,DK/REF,No,true,33.588804686,-112.112700418,POINT (-112.112700418 33.588804686)
5118,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,Yes,true,33.421836563,-111.942242851,POINT (-111.942242851 33.421836563)
6523,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,female,Multiple Races,No,Multiple Races,,,33.349299179,-111.955085434,POINT (-111.955085434 33.349299179)
5613,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.445980116,-112.08789845,POINT (-112.08789845 33.445980116)
5122,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.451568809,-112.127220548,POINT (-112.127220548 33.451568809)
5577,Interview,App,01/27/2020,2020,Scottsdale,25-54,25+,female,White,Yes,White,No,true,33.577850251,-111.884389781,POINT (-111.884389781 33.577850251)
5060,Interview,App,01/27/2020,2020,Mesa,DK/REF,25+,male,Black or African American,No,Black or African American,,,33.416247913,-111.79030803,POINT (-111.79030803 33.416247913)
4812,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,true,33.430246529,-111.935887188,POINT (-111.935887188 33.430246529)
5479,Interview,App,01/27/2020,2020,Chandler,62+,25+,female,White,No,White,No,true,33.28963306,-111.84046001,POINT (-111.84046001 33.28963306)
6180,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.44647164,-112.04989523,POINT (-112.04989523 33.44647164)
7044,Interview,Paper,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,true,33.495153,-112.169217,POINT (-112.169217 33.495153)
6742,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,female,White,No,White,,,33.407687224,-111.833554627,POINT (-111.833554627 33.407687224)
5203,Interview,App,01/27/2020,2020,Phoenix,62+,25+,male,White,Yes,White,No,true,33.438179959,-112.079334492,POINT (-112.079334492 33.438179959)
6238,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.454623793,-112.081280365,POINT (-112.081280365 33.454623793)
5610,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.4460905,-112.08832555,POINT (-112.08832555 33.4460905)
5611,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44609811,-112.08563613,POINT (-112.08563613 33.44609811)
7036,Interview,Paper,01/27/2020,2020,Tempe,18-24,18-24,male,Native Hawaiian or Other Pacific Islander,No,Native Hawaiian or Other Pacific Islander,No,,33.407177,-111.960492,POINT (-111.960492 33.407177)
5432,Interview,App,01/27/2020,2020,Mesa,25-54,25+,female,White,Yes,White,No,true,33.42207676,-111.82301662,POINT (-111.82301662 33.42207676)
5371,Interview,App,01/27/2020,2020,Mesa,25-54,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,No,,33.40754603,-111.83362298,POINT (-111.83362298 33.40754603)
5550,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.445395562,-112.116698586,POINT (-112.116698586 33.445395562)
5486,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,,33.421767772,-111.936148416,POINT (-111.936148416 33.421767772)
6395,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,,,33.400764608,-111.85674085,POINT (-111.85674085 33.400764608)
4878,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.4167061,-111.8200212,POINT (-111.8200212 33.4167061)
5987,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.508891339,-112.113999739,POINT (-112.113999739 33.508891339)
5196,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,true,33.508518,-112.09103458,POINT (-112.09103458 33.508518)
5861,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446934364,-112.086921705,POINT (-112.086921705 33.446934364)
5223,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.553421667,-112.104898333,POINT (-112.104898333 33.553421667)
6685,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.502803342,-112.12995708,POINT (-112.12995708 33.502803342)
5200,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.641278502,-111.976818955,POINT (-111.976818955 33.641278502)
6634,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,male,White,DK/REF,White,,,33.64207623,-112.09717068,POINT (-112.09717068 33.64207623)
4830,Interview,App,01/27/2020,2020,Phoenix,DK/REF,25+,male,DK/REF,DK/REF,DK/REF,DK_REF,,33.56921301,-112.13095901,POINT (-112.13095901 33.56921301)
6330,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,,,33.49483565,-112.07277643,POINT (-112.07277643 33.49483565)
6123,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.41954228,-111.89234292,POINT (-111.89234292 33.41954228)
6831,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,male,DK/REF,DK/REF,DK/REF,,,33.594371932,-112.117570398,POINT (-112.117570398 33.594371932)
6795,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.5817182,-112.110518,POINT (-112.110518 33.5817182)
5950,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,DK/REF,White,,,33.447178598,-112.047710153,POINT (-112.047710153 33.447178598)
6520,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,Native Hawaiian or Other Pacific Islander,Yes,Native Hawaiian or Other Pacific Islander,,,33.46216053,-112.0704237,POINT (-112.0704237 33.46216053)
5664,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44597323,-112.08724682,POINT (-112.08724682 33.44597323)
7011,Interview,Paper,01/27/2020,2020,Phoenix,0-17,0-17,male,White,Yes,White,,,33.45854,-112.034394,POINT (-112.034394 33.45854)
5696,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44593528,-112.0884636,POINT (-112.0884636 33.44593528)
6712,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.5538,-112.117733333,POINT (-112.117733333 33.5538)
6085,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446709733,-112.086970261,POINT (-112.086970261 33.446709733)
6565,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,female,White,No,White,,,33.41506448,-111.7388182,POINT (-111.7388182 33.41506448)
5677,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.44585116,-112.087042155,POINT (-112.087042155 33.44585116)
5554,Interview,App,01/27/2020,2020,Guadalupe,25-54,25+,male,White,Yes,White,No,,33.36180838,-111.96250643,POINT (-111.96250643 33.36180838)
5617,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445586544,-112.088148985,POINT (-112.088148985 33.445586544)
5419,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,No,,33.436581919,-111.934439123,POINT (-111.934439123 33.436581919)
7101,Observation Tool,Paper,01/27/2020,2020,Chandler,62+,25+,female,White,DK/REF,White,,,33.299849,-111.840975,POINT (-111.840975 33.299849)
5832,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.442682236,-112.082739131,POINT (-112.082739131 33.442682236)
4808,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,No,,33.44890004,-112.05869516,POINT (-112.05869516 33.44890004)
4823,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,DK_REF,,33.42175628,-111.93593159,POINT (-111.93593159 33.42175628)
4786,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,,33.456609417,-112.07240182,POINT (-112.07240182 33.456609417)
4845,Interview,App,01/27/2020,2020,Phoenix,62+,25+,male,Multiple Races,No,Multiple Races,Yes,true,33.542262072,-112.134135962,POINT (-112.134135962 33.542262072)
5513,Interview,App,01/27/2020,2020,Scottsdale,55-61,25+,male,Asian,No,Asian,No,,33.467097022,-111.901598498,POINT (-111.901598498 33.467097022)
5528,Interview,App,01/27/2020,2020,Scottsdale,55-61,25+,male,White,No,White,No,,33.578040521,-111.884764033,POINT (-111.884764033 33.578040521)
6630,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,DK/REF,American Indian or Alaska Native,,,33.56732143,-112.1082005,POINT (-112.1082005 33.56732143)
5293,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,,33.380455652,-111.687373723,POINT (-111.687373723 33.380455652)
6430,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.473299044,-112.01269272,POINT (-112.01269272 33.473299044)
5683,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446274703,-112.088211773,POINT (-112.088211773 33.446274703)
5134,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.41584823,-111.78795354,POINT (-111.78795354 33.41584823)
5407,Interview,App,01/27/2020,2020,Tempe,55-61,25+,male,Black or African American,No,Black or African American,Yes,,33.437117798,-111.942486763,POINT (-111.942486763 33.437117798)
5078,Interview,App,01/27/2020,2020,Mesa,25-54,25+,female,White,No,White,No,,33.392901798,-111.870690147,POINT (-111.870690147 33.392901798)
6868,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.421765,-111.935961667,POINT (-111.935961667 33.421765)
6062,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,No,Black or African American,,,33.4300706,-111.94143427,POINT (-111.94143427 33.4300706)
6704,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.46523579,-112.06562898,POINT (-112.06562898 33.46523579)
5477,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,No,DK/REF,No,,33.639739081,-112.16888465,POINT (-112.16888465 33.639739081)
6721,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.566918333,-112.099803333,POINT (-112.099803333 33.566918333)
6702,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.46256169,-112.07412455,POINT (-112.07412455 33.46256169)
6798,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.423224296,-111.684631677,POINT (-111.684631677 33.423224296)
6691,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,American Indian or Alaska Native,Yes,American Indian or Alaska Native,,,33.46228953,-112.07588421,POINT (-112.07588421 33.46228953)
6955,Observation Tool,App,01/27/2020,2020,Scottsdale,25-54,25+,female,American Indian or Alaska Native,DK/REF,American Indian or Alaska Native,,,33.49502808,-111.917501735,POINT (-111.917501735 33.49502808)
6848,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,,,33.421809012,-111.935865311,POINT (-111.935865311 33.421809012)
5327,Interview,App,01/27/2020,2020,Mesa,62+,25+,male,White,No,White,No,,33.390530169,-111.684353283,POINT (-111.684353283 33.390530169)
6202,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,Yes,White,,,33.44136114,-112.07324954,POINT (-112.07324954 33.44136114)
6327,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.569938699,-112.087190682,POINT (-112.087190682 33.569938699)
5228,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,,33.567091667,-112.100121667,POINT (-112.100121667 33.567091667)
5061,Interview,App,01/27/2020,2020,Phoenix,18-24,18-24,female,White,Yes,White,No,true,33.52596533,-112.13140422,POINT (-112.13140422 33.52596533)
5797,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446901992,-112.088178487,POINT (-112.088178487 33.446901992)
6315,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.476864379,-112.013904468,POINT (-112.013904468 33.476864379)
5725,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44558799,-112.08707414,POINT (-112.08707414 33.44558799)
7074,Observation Tool,Paper,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.475931,-112.111508,POINT (-112.111508 33.475931)
6010,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,DK/REF,DK/REF,DK/REF,,,33.44703024,-112.08611788,POINT (-112.08611788 33.44703024)
4917,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,Yes,White,No,,33.448618609,-112.078192927,POINT (-112.078192927 33.448618609)
6491,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,Black or African American,No,Black or African American,,,33.433057,-111.86250939,POINT (-111.86250939 33.433057)
5294,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,true,33.538345276,-112.08548069,POINT (-112.08548069 33.538345276)
5669,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.445892818,-112.088190476,POINT (-112.088190476 33.445892818)
5801,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446460822,-112.088019076,POINT (-112.088019076 33.446460822)
5555,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,,33.4956677,-112.2265676,POINT (-112.2265676 33.4956677)
6110,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,,,33.44506635,-112.06940986,POINT (-112.06940986 33.44506635)
5073,Interview,App,01/27/2020,2020,Phoenix,18-24,18-24,male,Black or African American,No,Black or African American,No,,33.582226569,-112.119257867,POINT (-112.119257867 33.582226569)
6361,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.45892595,-112.08215157,POINT (-112.08215157 33.45892595)
5556,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.4947791,-112.2059238,POINT (-112.2059238 33.4947791)
6609,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.43620038,-111.90785526,POINT (-111.90785526 33.43620038)
5877,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445132202,-112.084208736,POINT (-112.084208736 33.445132202)
6399,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,male,Black or African American,No,Black or African American,,,33.538479416,-112.099320888,POINT (-112.099320888 33.538479416)
6783,Observation Tool,App,01/27/2020,2020,Tempe,18-24,18-24,DK/REF,White,No,White,,,33.43664709,-111.90343483,POINT (-111.90343483 33.43664709)
5864,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,No,DK/REF,,,33.446878839,-112.086937654,POINT (-112.086937654 33.446878839)
6519,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.46242727,-112.07055527,POINT (-112.07055527 33.46242727)
6584,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.45162255,-112.12623787,POINT (-112.12623787 33.45162255)
